label,ID,中成药名,汉语拼音,成份,功能主治,所属类别,有效期,批准文号,孕妇及哺乳期妇女用药,贮藏,委托方企业,不良反应,用法用量,禁忌,包装,儿童用药,药物过量,规格,执行标准,临床试验,药物相互作用,注意事项,生产地址,警示语,生产企业,老年患者用药
medicine,427,芪丹通络颗粒,QiDanTongLuoKeLi,黄芪、丹参、当归、附子(制)、桂枝、赤芍、川芎、川牛膝、麻黄、细辛、土茯苓、知母。,活血温阳，通络止痛。用于治疗糖尿病周围神经病变属气虚血瘀、寒凝脉阻证，临床表现为四肢自发性疼痛、肢端麻木、四肢发凉、肢软无力、感觉异常或减退；或见舌质紫暗或暗淡、脉细或细涩。,中成药>>其他,24个月,国药准字Z20090082,,密封，置阴凉处。,,偶见返酸、恶心、便秘和上腹部不适等胃肠道反应，一般不影响继续治疗。,饭前半小时温开水冲服。一次1袋，一日3次，疗程8周。,1.有出血倾向或凝血机制障碍者，或快速心律失常者，阴虚阳亢者禁用。2.过敏体质及对本品过敏者禁用。,药用复合膜袋包装。每盒装15袋；每盒装9袋；每盒装6袋。,,,每袋装8g,国家食品药品监督管理局药品标准YBZ01092009,本品经国家食品药品监督管理局（批件号：2003L00197)批准于2003年5月~2005年6月进行平行对照、随机、双盲双模拟、多中心的试验。Ⅱ期临床试验纳入240例，其中治疗组120例，脱落4例，违背方案（血糖控制不好)11例；对照组120例，脱落5例，违背方案（血糖控制不好）8例。Ⅲ期临床试验纳入478例，其中治疗组359例，脱落18例；对照组119例，脱落7例。诊断标准：(1)确诊为1、2型糖尿病，同时血糖获得有效控制（空腹血糖≤7.8mmol/L、餐后2h血≤11.0mmol/L);(2)同时具有感觉神经和运动神经障碍的临床表现，如四肢末梢及躯干部麻木、针刺样疼痛，以及痛觉、温度觉感觉障碍等；(3)神经功能体检记分达11分以上（参照密歇根糖尿病神经病变记分法[MDNS])；电生理检查发现肌电图传导速度异常；(4)中医气虚血瘀、寒凝脉络证：四肢自发性疼痛、肢端麻木、四肢发凉、肢软无力、感觉异常或减退；或见舌质紫暗或暗淡、脉细或细涩。全部受试者均按糖尿病治疗原则进行教育及综合治疗，同时，合并高血压的患者血压需获得理想控制在150/90mmHg以下，控制主食，适当锻炼，使血糖达到本次研究需要的水平时方入组研究。给药方案：饭前半小时服用。芪丹通络颗粒，一次1袋，一日3次；弥可保片，一次1片，一日3次。疗程为8周。同时服用对应的模拟剂。观察项目：神经功能测试和中医证候指标等。评价标准：(1)神经功能体检评定（尼莫地平法)。恢复：治疗后积分值下降100%；显效：治疗后积分值下降≥70%<100%；有效：治疗后积分值下降≥30%<70%；无效：治疗后积分值下降<30%。(2)中医证候疗效判定标准（尼莫地平法）。显效：证候积分较疗前减少≥70%；有效：证候积分较疗前减少≥30%<70%；无效：证候积分较疗前减少<30%。试验情况：Ⅱ期：神经功能体检评定，治疗组119例，恢复2例、显效10例、有效80例，总有效率77.3%；对照组117例，恢复4例、显效7例、有效70例，总有效率69.2%。中医证候疗效治疗组119例，显效33例、有效69例，总有效率85.7%；对照组117例，显效17例、有效72例，总有效率76.1%。Ⅲ期：神经功能体检评定，治疗组347例，恢复6例、显效44例、有效204例，总有效率73.2%；对照组115例，恢复2例、显效14例、有效62例，总有效率67.8%。中医证候疗效治疗组347例，显效96例、有效193例，总有效率83.3%；对照组115例，显效21例、有效65例，总有效率74.8%。另外，在Ⅱ、Ⅲ期试验中，进行了神经传导速度测定，结果提示有所改善。安全性研究：Ⅱ期临床试验组出现1例胃肠功能紊乱，研究者判断与受试药可能有关。试验组出现1例急性脑梗塞并退出试验，研究者判断与受试药无关，Ⅲ期临床试验组出现3例胃肠功能紊乱和1例便秘，研究者判断与受试药可能有关。,,1.运动员慎用。2.本品适用于血糖得到有效控制（空腹血糖≤7.8mmol/L、餐后2小时血糖≤11mmol/L)的糖尿病性周围神经病变患者。3.本品尚无严重肝肾功能障碍、妊娠妇女，哺乳期妇女、18岁以下青少年以及或70岁以上老龄患者等特殊人群的研究数据，如要使用请医生指导。4.高血压、心脏病患者在服药期间，同时注意将血压控制在150/90mmHg以下、心率宜控制在90次/分钟以下。5.定期监测血糖、糖化血红蛋白。6.与双胍类降糖类药物及糖苷酶抑制剂类药物合用时，服药间隔40分钟以上。7.本品在临床试验中涉及到β受体阻滞剂、硝酸脂类、ACEI类、钙离子拮抗剂、各类口服化学抗糖尿病药物、胰岛素制剂的使用。但是，本品与这些药物之间的关系，尚未进行更为深入的研究。8.本品处方中含有附子、麻黄、细辛等相关成分，尚无超过8周以上使用的安全性数据，继续使用者应在医师指导下进行。,,本品含附子(制)、细辛,河北中唐医药有限公司【企业名称】河北中唐医药有限公司【地址】石家庄市高新技术开发区天山大街51号【省份/国家】河北省,
medicine,428,杞黄降糖胶囊,QiHuangJiangTangJiaoNang,西洋参 知母 石膏 苦瓜干 蚕茧 黄芪 山药 地黄 玄参 北沙参 麦冬 玉竹 黄精 天花粉 鸡内金 黄连 山茱萸 枸杞子 女贞子 淫羊藿。,益气养阴、生津清热。用于轻度2型糖尿病、中医辨证属气阴两虚兼热症，症见倦怠乏力、口渴喜饮、易饥多食、尿多。,中成药>>其他,24个月,,,密封。,,,餐后服用；每日3次，每次2-3粒；或遵医瞩。,,,,,0.54g*12粒*11板,,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,,,请仔细阅读药品说明书并按说明书使用或在医师指导下购买和使用,德州博诚制药有限公司【企业名称】德州博诚制药有限公司【地址】陵县经济开发区腾达路西首【省份/国家】山东省,
medicine,429,七味糖脉舒胶囊,QiWeiTangMaiShuJiaoNang,黄芪、红参、地黄、五味子、芹菜子、芫荽、蜂胶。,补气滋阴，生津止渴。用于气阴不足所致的消渴，证见口渴消瘦，疲乏无力；2型糖尿病见上述证候者。,中成药>>其他,1.5年。,国药准字Z20025673,,密封。,,,口服，一次2～3粒，一日3次。,,,,,每粒装0.4g,,,,在医生的指导下配合化学降糖药使用。,,,三普药业有限公司【企业名称】三普药业有限公司,
medicine,430,杞药消渴口服液,QiYaoXiaoKeKouFuYe,枸杞子、天花粉、生地黄、山药、山茱萸、人参、黄连、石膏、甘草。,益气养阴，补益肝肾，清热除烦。用于气阴两虚证糖尿病的辅助治疗，可改善口渴多饮，消谷善饥，小便频多，气短乏力，腰膝酸软，心烦不寐等症状。,中成药>>其他,24个月,国药准字Z20043676,,密封，置阴凉（不超过20℃）干燥处,,,口服。一次10毫升，一日3次。,,玻璃管制口服液瓶，12支/盒,,,每瓶装10毫升,WS-5522（B-0522）-2002,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,1、在医生的指导下使用2、脾胃虚寒者慎用3、忌辛辣、油腻食物，含糖饮料及酒类4、如有沉淀现象，摇匀后使用，不影响疗效。,,,吉林康乃尔药业有限公司【企业名称】吉林康乃尔药业有限公司【地址】吉林市高新区深圳街95号【邮编】132013【省份/国家】吉林省【电话】0432-64641818【传真】0432-64641828【主页】www.connell.com.cn,
medicine,431,芪蛭降糖胶囊,QiZhiJiangTangJiaoNang,黄芪、地黄、黄精、水蛭。,"益气养阴，活血化瘀。用于气阴两虚、血瘀引起的口渴多饮，多尿易饥，体瘦乏力，自汗盗汗，面色晦暗,肢体麻木;Ⅱ型糖尿病。",中成药>>内科用药>>扶正剂>>益气养阴,,国药准字 Z10950116,,,,尚未明确。,口服，一次5粒，一日3次，疗程3个月。,,,,,胶囊剂,,,,,,,吉林一正药业集团有限公司【企业名称】吉林一正药业集团有限公司【地址】吉林省四平经济开发区一正路1号【邮编】136001【省份/国家】吉林省【电话】（0434）3320138  3320678【传真】（0434）3320661【主页】http://www.yizheng.com.cn,
medicine,432,芪蛭降糖片,QiZhiJiangTangPian,黄芪、地黄、黄精、水蛭。,益气养阴，活血化瘀，用于气阴两虚、血瘀引起的口渴多饮，多尿易饥，体瘦乏力，自汗盗汗，面色晦暗，肢体麻木；Ⅱ型糖尿病。,中成药>>内科用药>>扶正剂>>益气养阴,18个月。,国药准字Z20050787,,密闭、防潮。,北京华神制药有限公司【企业名称】北京华神制药有限公司【地址】北京市昌平区东小口镇中滩村110号【邮编】102218【省份/国家】北京【电话】（010）84811275【传真】（010）84845220,,口服。一次5片，一日3次。疗程3个月。,孕妇禁用。,铝塑板包装，15片/板，2板/盒。,,,每片重0.52g。,国家食品药品监督管理局标准（试行）YBZ29452005,,,有凝血机制障碍、出血倾向者慎用。,,,北京华神制药有限公司【企业名称】北京华神制药有限公司【地址】北京市昌平区东小口镇中滩村110号【邮编】102218【省份/国家】北京【电话】（010）84811275【传真】（010）84845220,
medicine,433,芪蛭益肾胶囊,QiZhiYiShenJiaoNang,黄芪、地黄、女贞子、水蛭、炒僵蚕、土鳖虫、熟大黄、匙羹藤叶、青风藤、车前子。,"益气养阴,化瘀通络。用于早期糖尿病肾病气阴两虚证,症见倦怠乏力、口干咽燥、五心烦热、食少纳呆、面色无华、肢体麻木。舌质淡,或舌质暗红或有瘀斑、瘀点,或少苔;脉细或细涩。",中成药>>其他,36个月,国药准字Z20210005,,密封。,山东凤凰制药股份有限公司【企业名称】山东凤凰制药股份有限公司【地址】山东省东营市利津县津二路198号【邮编】257400【省份/国家】山东省【电话】0546-5629811【传真】0546-5629722【主页】http://www.lihuayi.com,"临床试验期间受试者用药后出现:皮疹、瘙痒,过敏性皮炎,肝生化指标异常升高。","口服。一次5粒,一日3次。疗程为24周。",1.孕妇及哺乳期妇女禁用。2.对本品以及本品所含成份过敏者禁用。,口服固体药用高密度聚乙烯瓶包装。45粒/瓶。60粒/瓶。75粒/瓶。90粒/瓶。105粒/瓶。,,,每粒装0.38g(相当于饮片2.86g),国家药品监督管理局药品注册标准YBZ00452021,"本品于2008年由国家药品监督管理局批准临床试验,于2010年4月至2014年7月开展了ⅡI、Ⅲ期临床试验,均采用多中心、随机、双盲、安慰剂平行对照设计。ⅡI期临床试验共入组281例,其中试验组140例,安慰剂组141例;Ⅲ期临床试验共入组478例,其中试验组358例,安慰剂组120例。II期临床试验纳入人群为:符合早期糖尿病肾病气阴两虚证患者,20-70周岁,24h尿UAER20-200μg/min,eGFR≥60mL/min/1.73m?,HbA1c≤7.5%。给药方法:试验组服用芪蛭益肾胶囊,对照组服用安慰剂,均为一次5粒,一日3次。疗程24周。II期临床试验有效性结果:基线时,24h尿白蛋白排泄率(UAER)试验组75.254±59.034ug/min,安慰剂组78.152±66.936ug/min。FAS集,主要疗效结果,用药24周后,24h尿白蛋白排泄率(UAER)较基线下降大于50%的比率:试验组38.55%,安慰剂组26.67%,两组率差值及其95%CI为11.88%(2.50,21.26);24h尿白蛋白排泄率(UAER)下降率:试验组35.72土40.43%,安慰剂组14.25±71.84%,两组率差值及其95%CI为21.46%(10.99,31.92);可以达到试验组优于安慰剂组的优效性假设。次要疗效指标,中医证候单项症状倦怠乏力、口干咽燥、五心烦热、食少纳呆、面色无华、肢体麻木等的显效率,试验组好于安慰剂组。安全性研究结果:ⅡI、Ⅲ期试验组共有498例受试者进入安全性数据集,出现4例皮疹、瘙痒,1例过敏性皮炎,1例y-谷氨酰转肽酶(疗后最高值为141U/L),1例谷氨酸氨基转移酶(疗后最高值为51U/L)。",,"1.忌食生冷辛辣。2.过敏体质者慎用。用药期间如果发生过敏反应,应立即停药。3.肝功能异常者慎用,用药期间应监测肝功能。4.有妊娠计划者慎用。5.有出血倾向者慎用。",,,山东凤凰制药股份有限公司【企业名称】山东凤凰制药股份有限公司【地址】山东省东营市利津县津二路198号【邮编】257400【省份/国家】山东省【电话】0546-5629811【传真】0546-5629722【主页】http://www.lihuayi.com,
medicine,434,芪明颗粒,QiMingKeLi,黄芪、葛根、地黄、枸杞子、决明子、茺蔚子、蒲黄、水蛭。,益气生津、滋养肝肾、通络明目。用于2 型糖尿病视网膜病变单纯型，中医辩证属气阴亏虚、肝肾不足、目络瘀滞证，症见视物昏花、目睛干涩、神疲乏力、五心烦热、自汗盗汗、口渴喜饮、便秘、腰膝酸软、头晕、耳鸣。,中成药>>其他,24 个月,国药准字 Z20090036,,密封，至阴凉（不超过 20 ℃ ）干燥处。,,个别患者用药后出现胃脘不适、皮疹、瘙痒等等。,开水冲服。一次 1 袋，一日 3 次。疗程为 3～6 个月。,尚不明确，建议孕妇慎用。,铝塑复合膜袋包装，每盒 15 袋。铝塑复合膜袋包装，每盒 21 袋。,,,每袋装 4.5g,YBZ00532009,本品于 2000 年经原国家药品监督管理局批准临床研究，于 2000 年 10 月至 2004 年 5 月进行Ⅱ、Ⅲ期临床试验。Ⅱ期临床试验采用多中心、随机、双盲、双模拟、对照试验方法，临床试验病例数为 214 例，芪明颗粒组与导升明胶囊对照组各 107 例；Ⅲ期临床试验采用多中心、随机、平行对照试验方法，临床试验病例数为 529 例，治疗组 353 例，对照组 176 例。观察了芪明颗粒治疗气阴亏虚、肝肾不足、淤血阻络症 2 型糖尿病引起的视网膜病变单纯（临床分期为Ⅰ～Ⅲ期，Ⅲ期临床试验观察了部分糖尿病视网膜病变Ⅳ期患者，但例数较少）的疗效，对照药为导升明胶囊。试验期间血糖控制在较为正常或基本正常的水平并相对稳定。Ⅱ期临床试验的疗程为 3 个月；Ⅲ期临床试验的疗程为 3 个月，其中有三家临床单位观察疗程为 6 个月。疗效指标主要以视力、眼底检查（微血管瘤、出血、渗出、眼底荧光血管造影等）和相关症状体征、中医证候为主，主要的疗效评价是以同时具备视力和眼底检查的改善为标准。Ⅱ期临床试验中，芪明颗粒组的总体疗效和导升明胶囊组比较，差异有统计学意义，芪明颗粒组的疗效优于导升明胶囊组。中医证候疗效比较，Ⅱ、Ⅲ期临床试验，差异均有统计学意义，芪明颗粒组优于导升明胶囊组。但治疗后视网膜微血管瘤数目、眼底出血、硬性渗出、软性渗出单项比较，芪明颗粒组和导升明胶囊组差异无显着意义。视力单项比较，差异有统计学意义，芪明颗粒组优于导升明胶囊组。中医主要症状比较，视物昏花、双目干涩改善程度比较，除了Ⅲ期临床试验治疗 3 个月时双目干涩改善程度芪明颗粒组好于导升明胶囊，差异有统计学意义外，Ⅱ期临床和Ⅲ期临床 6 个月时，芪明颗粒组和导升明胶囊组差异无显着意义。神疲乏力、自汗盗汗、口渴喜饮、腰膝酸软、头晕、耳鸣组间比较，差异无显着意义。芪明颗粒经治疗前后的血、尿、便常规、肝（ALT）、肾（BUN、Cr）功能和心电图检查，除了个别患者服药后出现 ALT 的轻度升高，不能完全排除与本品有关外，未发现其他与服用芪明颗粒明确有关的明显治疗后异常和异常加重。治疗组部分患者治疗后出现血常规、尿常规、ALT、BUN、Cr 和心电图等异常或异常加重，认为与糖尿病肾病、冠心病、高血压、脂肪肝、尿路感染合并感染等病有关；芪明颗粒组有 9 例不良事件，不排除与药物有关的为胃脘不适 1 例，临床医生判断为肯定有关；半身麻木 1 例，临床医生判断为可能无关。,,"1.服用本药期间仍需服用基础降糖药物,以便有效的控制血糖。2.服用本品期间应忌食辛辣油腻食物。3.脾胃虚寒者,出现湿阴胸闷、胃肠胀满、食少便溏者,或痰多者不宜使用。4.个别患者服药后出现ALT的轻度升高，尚不能完全排除与本品有关。5.服药期间出现胃脘不适、大便稀糖者，可停药观察。6.与大剂量养阴生津、活血化瘀中药合用，或与大剂量扩张血管药物合用，应咨询有关医师。",,,浙江万晟药业有限公司【企业名称】浙江万晟药业有限公司【地址】杭州市莫干山路989号【省份/国家】浙江省【电话】0571-88093988转【传真】0571-88093120【主页】wanma@wmpha.com.cn,
medicine,446,芪黄消渴胶囊,Qihuangxiaokejiaonang,人参，黄芪，地黄，玄参，麦冬，天花粉，山药，苍术，黄连，五味子，丁香叶。,益气生津，活血化瘀，用于气阴两虚证糖尿病的辅助治疗，可改善倦怠乏力，多食易饥，口渴多饮，小便量多等症状。,中成药>>其他,,国药准字B20020115,,,,,口服。一次3-4粒，一日3次。,忌辛、辣、刺激性食物。,,,,每粒装0.4g,,,,,,,黑龙江国药双兰星制药有限公司【企业名称】黑龙江国药双兰星制药有限公司,
medicine,447,清宫长春片,QingGongChangChunPian,人参、当归、白芍、天冬、牛膝、茯苓、五味子、石菖蒲、枸杞子、麦冬、地黄、熟地黄、远志、覆盆子、杜仲、木香、花椒、菟丝子（制）、地骨皮、山药、山茱萸（制）、柏子仁、泽泻、肉苁蓉。,1.烦劳过度所致的面色不华，脱发、神衰体弱，精力不足，健忘易倦，失眠多梦，头晕耳鸣，视物不明、腰痛膝酸，性欲减退，遗精滑精，易于感冒，夜尿频多，二便不禁。2.女子更年期阴阳不调、气血不和的月经量减少、时有时停、潮热汗多、烦躁易怒、失眠心悸。3.小儿先天禀赋不足所致发育迟缓，智力障碍。4.糖尿病、肺结核、慢性乙型肝炎、慢性肾小球肾炎，肾病综合征、慢性肾功能衰竭迁延日久，导致的肾精亏耗。5.亚健康的肝肾亏虚型.,中成药>>其他,24个月,国药准字Z20090298,尚未明确。,遮光，密封保存。,,尚未明确。,口服。一次2～4片，一日2～3次。,尚未明确。,0.28g*18片*2板/盒,尚未明确。,未进行该项研究且暂无可靠文献参考。,0.28g*18片*2板,,,未进行该项研究且暂无可靠文献参考。,感冒时暂停服用。,,请仔细阅读药品说明书并按说明书使用或在医师指导下购买和使用,四川省通园制药集团有限公司【企业名称】四川省通园制药集团有限公司,尚未明确。
medicine,449,七味糖脉舒片,Qiweitangmaishupian,黄芪300g、芹菜子200g、芫荽200g、五味子250g、地黄250g、红参200g、蜂胶100g、淀粉46g。,滋阴润燥，生津消渴。用于困倦乏力，精神不振，口渴消瘦，Ⅱ型糖尿病及并发症。,中成药>>其他,18 月,国药准字Z20025673,,密封。,,,口服，一次2～3粒，一日3次。,,0.4gx20粒/盒。,,,,,,,在医生的指导下配合化学降糖药使用。,,,三普药业股份有限公司【企业名称】三普药业股份有限公司【地址】青海省西宁市德令哈路58号【邮编】810007【省份/国家】青海省【电话】0971-8144045【传真】0971-8144044【热线】8008287200【主页】www.600869.comn,
medicine,450,七味糖脉舒片,Qiweitangmaishupian,黄芪、芹菜子、芫荽、五味子、地黄、红参、蜂胶。,补气滋阴，生津止渴。用于气阴不足所致的消渴，证见：口渴消瘦，疲乏无力；2 型糖尿病见上述证候者。,中成药>>其他,24 个月,国药准字 Z20080292,,密封。,,,口服。一次 2-3 片，一日 3 次。,,铝塑板包装，16 片 x2 板盒。,,,每片重 0.42g,,,,在医生的指导下配合化学降糖药使用。,,,长春海外制药集团有限公司【企业名称】长春海外制药集团有限公司【地址】长春市海外街1号【邮编】130012【省份/国家】吉林省【电话】（0431）5111444 5179888,
medicine,451,仁青常觉[药典],RenQingChangJue,珍珠、朱砂、檀香、降香、沉香、诃子、牛黄、麝香、西红花等。,清热解毒、调和滋补。“龙、赤巴、培根”各病，陈旧性胃肠炎、溃疡，“木布”病，萎缩性胃炎，各种中毒症；梅毒，麻风，陈旧热病，糖尿病炭疽，坏疽，疖痛，干黄水，化脓等。,中成药>>其他,,,,密封。,,,口服。重病1日1克(1丸)；一般隔3—7天或10天服1克(1丸)；研碎后黎明空腹服用。,,,,,每丸重1g,,,,服用前后三天忌食各类肉、酸性事物；服药期间，禁食酸、腐、生冷事物；防止受凉；禁止房事。,,,西藏甘露藏药股份有限公司【企业名称】西藏甘露藏药股份有限公司,
medicine,456,人知降糖胶囊,RenZhiJiangTangJiaoNang,知母、人参、黄柏、天花粉、生地黄、玄参、麦冬、黄芪、地骨皮、北沙参、石斛、玉竹、五味子、女贞子、枸杞子、山药、鸡内金、葛根。,益气养阴，清热生津。用于Ⅱ型糖尿病属气阴两虚兼燥热伤津证的辅助治疗，缓解以下症状：倦怠乏力，气短懒言，口干口渴，五心烦热，自汗盗汗，多食易饥，便秘溲赤，心悸失眠，腰酸不适等。,中成药>>其他,暂定2年。,国药准字Z20060160,,密封，置阴凉干燥处。,,,温开水送服，一次5粒，一日3次。疗程8周。,孕妇慎用。,铝塑板。15粒/板。,,,每粒装0.4g。,,,,服药期间忌食辛辣之物。,,,宁波诚年药业有限公司【企业名称】宁波诚年药业有限公司【地址】宁波市大榭开发区榭西工业区【省份/国家】浙江省,
medicine,462,桑枝总生物碱片【商标名称】桑博恩,SangZhiZongShengWuJianPiann,桑枝总生物碱。,配合饮食控制及运动，用于2型糖尿病。,中成药>>其他,36个月。,国药准字Z20200002,本品已完成的临床试验尚无妊娠期妇女及哺乳期妇女的有效性和安全性数据，妊娠期妇女不得使用本品，建议哺乳期妇女不使用本品。,密封。,北京五和博澳药业有限公司【企业名称】北京五和博澳药业有限公司,"临床试验期间受试者用药后出现：常见肠胃胀气、腹胀、腹泻、肝生化学指标升高、血尿酸升高, 偶见腹痛、胃肠鸣音异常、恶心、呕吐、腹部不适、 头晕、血脂升高、水肿、血肌酐升高、尿路感染。",嚼碎后与第一口或前几口食物一起服用。起始剂量每次1片，一日3次，4周后递加至每次2片，一日3次。疗程24周。,1.对本品及本品所含成份过敏者、既往接受过α-糖苷酶抑制剂类药物治疗过敏者禁用。2.有明显消化和吸收障碍的慢性胃肠功能紊乱患者禁用。3.患有由于肠胀气而可能恶化的疾患（如Roemheld综合征、严重的疝气、肠梗阻、肠道术后和肠溃疡）的患者禁用。4.妊娠期妇女禁用。5.严重肝脏、肾脏功能损害的患者禁用。,聚三氟氯乙烯/聚氯乙烯固体药用复合硬片、药用铝箔。12片/板×2板/盒；12片/板×3板/盒。,本品已完成的临床试验尚无儿童和青春期少年的有效性和安全性数据，本品不应使用于18岁以下的患者。,,50mg,YBZ00022020,"本品于2008年由国家药品监督管理局批准临床研究，于2010年至2015年进行了 I、II、III 期临床试验。两个III期临床试验，均采用多中心、随机、 双盲、平行对照设计，纳入18 ~ 70岁，19kg/m2≤ BMI ≤ 30kg/m2的血糖控制不佳的2型糖尿病患者。IIIa期临床试验纳入单药治疗（筛选前3个月内未接受过抗糖尿病药物治疗且过去任何时间接受的抗糖尿病药物治疗不超过3个月,经饮食和运动治疗3个月以上，血糖控制不佳）和联合二甲双胍片治疗（筛选前3个月内未接受过非双胍类抗糖尿病药物治疗，且接受双胍类抗糖尿病药物治疗，病情和药物剂量稳定8周以上，血糖控制不佳）者， 满足7% ≤糖化血红蛋白Alc（HbAlc） ≤10%,且空腹静脉血浆葡萄糖≤13mmol/L。导入期4周，导入期前后2次空腹血糖差值不超过2.5mmol/L者进入治疗期，疗程24周。给药方案如下所示：IIIa期临床试验给药方案一览表IIIb期临床试验为单药治疗，纳入筛选前3 个月内，经饮食和运动治疗3个月以上，血糖控制不佳、满足7%≤HbAlc≤9%,且空腹静脉血浆葡萄糖≤11mmol/L者。导入期2周，导入期前后2次空腹血糖差值不超过2.5mmol/L者进入治疗期，疗程16周。给药方案如下所示:IIIb期临床试验给药方案一览表主要有效性结果:IIIa期FAS结果显示，24周相对于基线 HbAlc变化值，试验组为-0.93%,对照组为-0.87%, 试验组与对照组最小二乘均数差值及其95%CI 为-0.05% (-0.18%, 0.07%),根据预设非劣效标准0.3%, 95%CI上限小于0.3%,试验组非劣于对照组。PPS与FAS结论一致。IIIb期FAS结果显示，16周相对于基线HbAlc变化值，试验组为-0.80%,对照组为-0.09%,对照组和试验组组间最小二乘均数差值及其 95%CI 为 0.71% ( 0.49%, 0.93% ), 95%CI下限大于0,试验组优于对照组。PPS与 FAS结论一致。临床试验期间的安全性：I期人体临床耐受性试验中，单次给药试验包含5个剂量组(100mg、200mg、300mg、 450mg、600mg),不良反应为腹泻、腹胀、尿酸升高、总胆红素升高。连续给药试验包含2个剂量组(150mg/次tid和200mg/次tid ),不良反应为腹胀、腹泻、尿酸升高、肠鸣/矢气、肠鸣、总胆红素升高、血白细胞升高，未见严重不良事件发生。II、III期临床试验(50-100mg )不良反应情况如下：",1.服用本品治疗期间，由于结肠内碳水化合物酵解增加，蔗糖或含有蔗糖的食物常会引起腹部不适，甚至导致腹泻。2.服用本品期间，避免同时服用考来酰胺、肠道吸附剂和消化酶类制剂，以免影响本品的疗效。3.本品尚无与除二甲双孤外其他药物联用的有效性和安全性数据。,"1.本品临床试验尚无超出说明书用法用量及疗程的有效性和安全性数据。2.本品临床试验尚无用于有严重糖尿病并发症症状者、服用降脂药物不规律或剂量不稳定的高脂血症患者、服用或未服用降压药血压控制不佳者、其他内分泌疾病患者如皮质醇增多症、肢端肥大症等人群的有效性和安全性数据。3.用药期间应定期监测肝、肾功能及血尿酸水平。4.用药期间如果发生低血糖"">急性低血糖，不宜使用蔗糖和麦芽糖，而应该使用葡萄糖纠正低血糖反应。5.合并使用影响糖代谢药物（如糖皮质激素等）者慎用。",,,北京五和博澳药业有限公司【企业名称】北京五和博澳药业有限公司,本品已完成的临床试验尚无70岁以上老年患者的有效性和安全性数据。
medicine,463,桑枝颗粒,SangZhiKeLi,桑枝。,"养阴生津,活血通络。用于阴虚内热，瘀血阻络所致的消渴病。症见：口渴喜饮，五心烦热，肢体麻木或刺痛等，以及Ⅱ型轻、中型糖尿病见上述证候者。有降血糖作用。",中成药>>其他,暂定二年。,国药准字Z19990035,,密封，置阴凉干燥处。,,偶见轻度消化道反应。,饭时开水冲服，一次1袋（3g），一日3次，或遵医嘱。,目前尚无孕妇能否使用本品的试验结论。,复合膜袋。,,,每袋装3g。,,,,定期复查血糖。,,,正大制药(青岛)有限公司【企业名称】正大制药(青岛)有限公司,
medicine,467,沙梅消渴胶囊,ShaMeiXiaoKeJiaoNang,肾茶、牛蒡子、沙参、乌梅、白芍、知母、僵蚕。,彝医依补，拾补，希让诺，握尼依。中医养阴润燥，生津止渴。用于阴虚内热所致的消渴，以及Ⅱ型糖尿病见上述证候者。,中成药>>其他,1.5年。,国药准字Z20025120,,密封。,,,口服，一次2粒，一日3次；饭后服用。,,,,,每粒装0.4g,,,,定期复查血糖。,,,昆明积大制药股份有限公司【企业名称】昆明积大制药股份有限公司,
medicine,468,参花消渴茶,ShenHuaXiaoKeCha,参花消渴成方菟丝子、地骨皮、人参、芦根、天花粉、玉竹、知母、黄芪、红花、葛根、石膏、桔梗、绿茶。,滋阴补肾，益气生津。适用于Ⅱ型糖尿病气阴两虚，肾气不足证，可改善口渴喜饮，多食易饥，倦怠乏力，腰膝酸软，烦热失眠等症状。,中成药>>其他,30 个月,国药准字 B20020426,,密封，防潮。,,,开水泡服，一次 1 袋，一日 1-3 次。,,复合膜袋装。3 克袋。,,,每袋装 3 克。,,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,"忌烟、酒及高糖饮食。应在医生确诊后使用,第一次使用本品前应咨询医生,治疗期间应定期到医院检查。有心脏病、肝病、肾病等慢性病严重者应在医师指导下服用。孕妇慎用。儿童、哺乳期妇女及年老体弱者应在医师指导下服用。脾虚泄泻及妇女经期慎用,感冒期间不宜服用。严格按照用法用量服用，服药期间如出现其他不适应到医院就诊。对本品过敏者禁用，过敏体质者慎用。儿童必须在成人监护下使用。药品性状发生改变时禁止服用。请将此药品放在儿童不能接触的地方。如正在服用其他药品，使用本品前请咨询医师或药师。",,,辽宁德善药业股份有限公司【企业名称】辽宁德善药业股份有限公司,
medicine,469,参精止渴丸,ShenJingZhiKeWan,参精止渴成方红参、黄芪、黄精、茯苓、白术、葛根、五味子、黄连、大黄、甘草。,益气养阴，生津止渴。用于气阴两亏、内热津伤所致的消渴，症见少气乏力、口干多饮、易饥、形体消瘦；2 型糖尿病见上述证候者。,中成药>>其他,36 个月,国药准字 Z21020756,,密封。,,,口服。一次 10 g，一日 2～3 次。,,镀铝复合膜包装；9 × 10 g/袋盒。,,,每 100 丸重 7g,,,,,,,辽宁中医学院药业有限公司【企业名称】辽宁中医学院药业有限公司【地址】沈阳农业高新区辉山大街148号【省份/国家】辽宁省,
